ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
740,18,50277,547,0,3,0,25015,24,1,1,2,399,0.1722640511534551,3,0,0.1864538721543916,0,4,0,26,8,2385,1096,189786,10830,4189.75,0.9204395117765776,7,178956,0.226515,0.21724228407299,1294.32791584555,0.4041596553125007,46.0,0
741,24,19419,582,0,4,0,21061,60,0,3,3,406,0.26808078226849,5,0,0.1765151689784747,0,4,0,20,8,2226,412,31724,31378,1618.25,0.8360890990881158,6,1868,0.235061,0.2469432372659364,614.3996445226882,0.6305574815527194,53.0,0
742,32,16454,552,0,3,8,13676,60,1,4,0,615,0.3467028641679952,3,4,0.1506540654794975,0,1,0,18,15,2311,584,491840,2366,1371.1666666666667,0.8873619180650603,7,489474,0.242676,0.2055418037925107,366.5602859969216,0.715857750818224,46.0,0
743,40,50892,541,1,4,17,31932,36,1,3,0,463,0.3533925045553587,3,1,0.1706730303266828,0,2,1,23,15,3269,1632,23742,34916,4241.0,0.9154673142384212,6,5371,0.246432,0.2721712948007728,1307.3532806718113,0.4174376988143861,59.0,0
744,46,30021,640,0,4,24,11193,72,1,1,2,362,0.3872990045640833,2,1,0.1952163470440128,0,2,0,27,6,2595,471,43229,24020,2501.75,0.929264602008939,5,19209,0.206193,0.1853115683233477,258.65997733919613,0.248090327706284,50.0,0
745,31,22613,429,0,3,11,20767,84,2,0,3,420,0.0797178856063402,8,1,0.1798255638880198,0,2,0,28,15,7391,769,47585,80610,1884.4166666666667,0.93376281418776,4,1711,0.331267,0.3214413901197541,624.0231162938437,0.5540298675773283,51.0,0
746,42,58939,605,0,4,22,27757,60,2,0,2,395,0.114376176613116,1,3,0.7399944136333448,0,3,0,27,11,3315,664,26274,42936,4911.583333333333,0.7470967900885616,8,2195,0.230257,0.2466436497268025,809.2519782493764,0.2451861032422083,54.0,0
747,30,81960,634,1,1,9,158686,96,0,1,2,1269,0.4182333449332625,5,2,0.4397397338999441,0,3,0,29,18,3698,539,20061,27339,6830.0,0.8162222398532365,8,8738,0.376686,0.3335541058256251,4752.743035089118,0.8816607664844975,56.0,0
748,32,76308,624,0,1,10,17598,48,1,1,2,264,0.0317034705834138,2,0,0.2022153195437264,0,3,0,26,16,3533,10526,292583,36582,6359.0,0.655112936837074,2,256001,0.200598,0.196388493760445,532.1331699677972,0.1251978565761593,33.6,1
749,23,56727,592,0,4,0,10309,24,3,1,0,339,0.2506516635286174,2,3,0.383560493753488,0,0,0,23,17,1270,3888,81282,46086,4727.25,0.7550692846170963,10,35196,0.189309,0.1637343633799193,506.602088351893,0.1788782248351352,43.2,1
750,28,73344,549,0,0,3,36647,48,1,0,3,894,0.1606768651964602,2,0,0.1974365078155708,0,0,0,19,11,2473,333,225765,47971,6112.0,0.8118958206300287,4,177794,0.2571469999999999,0.278369676677839,1273.8102224122993,0.3546809918868291,45.0,0
751,23,50306,570,0,1,4,31777,96,1,1,3,796,0.0402826233262997,4,0,0.2165607871627687,0,3,0,27,20,2023,1185,7755,32847,4192.166666666667,0.8608357352355758,5,7617,0.281777,0.3325711898818622,949.50128373369,0.4163721107781234,51.0,0
752,28,35170,593,0,1,7,28062,48,0,3,0,352,0.3597256881477745,5,0,0.4039098868823969,0,1,0,31,16,762,590,84392,19827,2930.833333333333,0.7154855543754409,3,64565,0.226562,0.2544151663739307,937.3790235745108,0.4399359761982977,55.0,0
753,52,37319,606,0,1,31,41229,48,2,0,2,284,0.2541693471885483,3,0,0.3287798580577065,0,1,0,32,6,3407,1174,63718,5823,3109.9166666666665,0.814537738237137,3,57895,0.233229,0.2450770464993113,1355.739265066315,0.5272614802324762,52.0,0
754,28,56890,601,0,1,10,39044,60,1,1,0,242,0.1100577962871119,4,0,0.2068248368354548,0,2,1,27,9,1537,1012,20565,24179,4740.833333333333,0.8762469448142711,4,2944,0.2435439999999999,0.2385115599195036,1119.8457971553428,0.2872587373152419,55.0,0
755,71,27977,613,0,3,47,6024,60,1,4,2,210,0.1140648144209782,1,0,0.2448142076099409,0,0,0,24,22,12015,1861,13876,36653,2331.4166666666665,0.8749479222255486,5,5690,0.2045239999999999,0.1888333368414139,155.8794280242328,0.1569343795364332,50.0,0
756,45,51939,601,0,3,23,8956,60,0,2,0,335,0.1336435796815023,1,0,0.093253983360747,0,1,0,22,4,10193,347,43043,16415,4328.25,0.6131075431569782,11,26628,0.2134559999999999,0.200277428965751,237.41749368752,0.1322514858632288,49.0,0
757,42,37251,502,0,4,20,30021,84,2,5,3,684,0.3223872160580324,5,2,0.1859723836132959,0,0,0,27,9,815,444,9371,70207,3104.25,0.7561382808866429,5,9376,0.304021,0.3443288208776562,949.633491665599,0.5262570642395422,52.0,0
758,29,25606,456,0,3,4,18322,60,0,1,3,260,0.3724171206859875,3,1,0.2932941942050929,0,3,0,28,20,351,220,129408,14386,2133.833333333333,0.8951575945590318,8,115022,0.295322,0.3235549865814762,619.558798050352,0.4121965780131306,50.0,0
759,48,29047,557,0,0,25,27694,36,1,0,1,321,0.32842979452552,2,1,0.0973558610773162,1,0,0,18,15,2016,485,197905,17635,2420.583333333333,0.8941217238512806,3,180270,0.2341939999999999,0.2751545099411362,1138.2856944224643,0.6028652987595818,60.0,0
760,33,77016,562,0,0,11,21197,72,3,4,1,457,0.3464341439661662,4,3,0.2043015829179985,0,4,1,23,10,2439,4913,165600,22601,6418.0,0.7189407754009034,4,142999,0.255197,0.2216163957977098,534.6341681373201,0.1545082842220816,54.0,0
761,41,27639,573,0,3,17,40102,48,2,0,0,660,0.10099086228935,4,1,0.4893374356054884,0,4,0,20,19,9478,547,68628,82102,2303.25,0.9511749983908164,2,8939,0.248602,0.223051811355739,1270.110234915298,0.8379942407099958,57.0,0
762,70,49095,618,0,3,45,29204,48,1,3,2,387,0.6746835863819871,5,0,0.17903606372331,0,4,0,20,25,2226,1002,38881,56095,4091.25,0.6979263692109384,7,2353,0.215204,0.2353080399364957,944.5446988354043,0.3254615823612354,50.0,0
763,38,30741,516,0,3,15,13478,96,1,0,0,420,0.3333876175235669,2,1,0.2111552486264986,0,3,0,19,16,15372,815,235212,46119,2561.75,0.5819326362990715,5,189093,0.290478,0.2733063585012879,346.89772440821577,0.2993647797045831,49.0,0
764,53,194756,483,0,0,29,15258,72,1,2,0,383,0.3257914723593612,0,1,0.059565336872035,0,3,0,16,23,16331,503,49633,59514,8131.166666666667,0.8732381262236323,3,10982,0.2887579999999999,0.2714588546447101,431.3242659998332,0.1001485148912414,38.400000000000006,1
765,31,116429,560,0,4,9,28533,36,1,3,0,498,0.1649037703971446,1,0,0.3307233369726668,0,3,1,17,25,8144,204,98736,221728,9702.416666666666,0.8391987815074167,5,8095,0.233533,0.2736763848626044,1170.500801908477,0.1719675478008204,58.0,0
766,39,79670,558,0,1,17,15451,60,1,3,0,964,0.4033208037187719,4,2,0.4613755736839297,0,0,0,24,22,1861,1056,76387,55005,6639.166666666667,0.904810012577747,7,21382,0.2414509999999999,0.2856808557540624,486.3887043679448,0.2184594508901134,57.0,0
767,61,54232,633,0,1,38,11331,120,2,4,0,190,0.250202806633664,1,1,0.1937594810638251,0,4,0,20,7,6108,580,37936,52044,4519.333333333333,0.9530728003453136,3,8745,0.249831,0.2457862703799121,254.4136992327984,0.0983361187268325,48.0,0
768,32,54696,524,0,0,11,28156,72,1,2,3,667,0.2200416738316661,1,1,0.3003479265150777,0,2,0,20,10,682,9425,40449,63119,4558.0,0.5955629221043468,4,8584,0.281156,0.2440583639815082,748.2102022684904,0.3104892940474967,54.0,0
769,61,42007,666,0,4,40,23732,60,1,1,3,571,0.0500457096308374,2,0,0.0618878979771331,0,2,0,28,1,1868,1144,76294,17977,3500.583333333333,0.6728036766512228,2,58317,0.195732,0.1905412459227087,616.3281489632792,0.3391800839755123,46.0,0
770,48,59809,563,0,1,23,36871,84,1,0,2,730,0.2991722585962088,2,0,0.1945993327404828,0,3,0,27,18,2331,8880,125353,4616,4984.083333333333,0.8372787613595897,2,120737,0.280371,0.2652320265441837,969.471179620768,0.3409796879307331,46.0,0
771,33,15000,504,0,3,6,13950,36,2,0,1,713,0.1384583293903359,1,2,0.1817882105992574,0,3,0,18,21,4972,2416,365895,24822,1250.0,0.8210369368915619,1,341073,0.2469499999999999,0.2541585661585991,557.722359329564,1.016577887463651,45.0,0
772,47,45958,500,0,0,21,25771,24,1,3,0,554,0.3192219967346425,3,1,0.1482111243179658,0,0,0,24,20,15317,3291,78640,76188,3829.8333333333335,0.8131194407670393,1,2452,0.2507709999999999,0.2470397008244875,1371.6126738600592,0.5027928127055292,51.0,0
773,51,64980,581,0,4,31,15346,36,2,0,2,801,0.4531312024549921,3,2,0.2545932274941097,0,0,1,14,29,4926,1073,62166,42480,5415.0,0.8369974964648876,10,19686,0.209846,0.2000959339659394,570.3873656682555,0.253257131240675,47.2,1
774,47,71889,625,1,1,27,19816,12,1,2,0,1329,0.5087776389004433,3,1,0.4309620745804599,0,3,0,22,12,2535,572,70986,83064,5990.75,0.5236934881353285,5,7490,0.172316,0.1565431837663923,1794.6827051755802,0.5214176363853574,57.0,0
775,21,45106,455,0,4,1,30684,96,1,3,3,339,0.070282314930814,2,2,0.5058718453456321,0,3,0,24,13,740,2487,26402,2945,3758.8333333333335,0.8590141762824741,8,23457,0.338184,0.2902318174671447,825.3510886942038,0.3097639574409268,58.0,0
776,31,68799,580,0,3,8,25926,24,1,1,0,329,0.3808582259879091,2,1,0.3156887295002545,1,0,0,20,26,6440,220,165325,8318,5733.25,0.914073776452195,3,157007,0.210926,0.1789396177914934,1293.004331362971,0.2829118443052319,62.0,0
777,37,42069,635,0,2,19,20705,48,3,2,3,455,0.5324152509930835,3,1,0.2849749708837105,0,0,0,21,7,2097,1937,26586,239659,3505.75,0.4548917042237312,6,7247,0.198205,0.212400170331862,643.8206689340944,0.3134338355370732,52.0,0
778,39,64729,541,0,3,18,10316,48,1,0,1,270,0.2485904808165168,2,0,0.3487309826703547,0,3,1,19,26,1766,403,9391,15220,5394.083333333333,0.6863767031753474,5,1977,0.234816,0.2073872930620524,317.99420019017106,0.1090072518080312,60.0,0
779,47,51784,571,0,3,22,19531,36,0,1,3,553,0.0458342578045826,2,1,0.2944355519348398,0,3,0,32,13,9122,1459,24805,8035,4315.333333333333,0.6524603333368799,10,16770,0.219031,0.2535266599350965,780.1967325348533,0.3089440906538359,51.0,0
780,42,105722,541,0,0,18,19896,48,2,1,1,240,0.2594053347056948,4,1,0.1417290389858446,0,1,0,20,21,16320,3565,19885,10125,8810.166666666666,0.8310876836655883,8,9760,0.244396,0.244922005345991,654.071799919763,0.1014818259117038,39.2,1
781,23,72549,531,1,3,2,12297,36,1,2,2,533,0.2472282703768376,3,1,0.3521409751277197,1,1,1,21,2,1345,493,36160,82106,6045.75,0.7989151478576206,5,8233,0.231797,0.2625978952108459,497.15711156097336,0.1703936007213287,79.0,0
782,44,24268,537,0,1,22,7259,60,2,1,0,971,0.1658866729489989,6,0,0.2593010960722494,0,3,0,26,26,3351,807,97564,5729,2022.3333333333333,0.9317650155154956,10,91835,0.243759,0.2108735323017643,196.73720288069453,0.5774207365488847,51.0,0
783,47,75848,645,0,4,23,11406,36,1,0,2,188,0.1714557002912627,0,0,0.565902033716229,0,3,0,29,14,1223,134,174708,10155,6320.666666666667,0.7647249877102898,5,164553,0.173906,0.204637834263984,426.5879902450225,0.0972346783427416,40.0,1
784,46,29905,606,0,4,22,43729,48,1,1,0,307,0.3112777021762402,2,0,0.3074453406874795,0,3,0,26,11,1496,1023,150083,17794,2492.083333333333,0.7685945658675425,5,132289,0.235729,0.2087932440314451,1351.2621617361106,0.6654120027030037,49.0,0
785,52,113542,640,0,1,31,13850,120,0,0,2,267,0.1584126188439973,3,0,0.2582872218766283,0,3,0,29,28,1043,595,28291,16082,9461.833333333334,0.9426877138042709,4,12209,0.24885,0.2725476204230249,337.351199017055,0.063872526362092,37.6,1
786,50,33001,603,0,1,28,15780,36,1,1,0,173,0.1966753558990567,2,2,0.3856257960339612,0,3,0,24,1,2189,354,85784,7220,2750.083333333333,0.962775531022665,6,78564,0.1992799999999999,0.1839106920718625,573.5852859908262,0.2714773319563017,53.0,0
787,45,48423,566,0,2,24,30357,96,1,0,3,523,0.4299404773788917,2,1,0.4851448200605736,0,0,0,22,14,628,407,65613,7997,4035.25,0.7081343053775658,7,57616,0.2823569999999999,0.3321044472520651,906.056201832091,0.3541431638267991,56.0,0
788,39,56601,484,0,1,19,10793,36,1,0,2,195,0.1490861279597168,2,2,0.3270507221021748,1,1,0,23,13,3583,1908,83776,13002,4716.75,0.7438744387548148,6,70774,0.253793,0.2399134429621946,423.3911284150716,0.131105343385821,50.400000000000006,1
789,20,64133,555,1,4,0,30437,60,2,0,2,397,0.5712364290495583,3,0,0.1149946010016525,0,1,0,25,26,4167,849,109420,8763,5344.416666666667,0.6692195515014634,3,100657,0.2579369999999999,0.2404886846706941,876.4741385254202,0.2382812228073696,50.0,0
790,45,63143,491,0,4,23,23351,48,1,5,0,1099,0.4686597466447348,0,0,0.2627266002660932,0,3,0,21,20,9378,346,68582,10682,5261.916666666667,0.918740551468745,3,57900,0.272851,0.2726351326964134,804.022074006788,0.3616594854232687,51.0,0
791,42,72691,600,0,3,22,18465,36,1,1,0,329,0.1116851479043326,5,2,0.0971110490618288,1,3,1,26,26,5317,2928,21065,19797,6057.583333333333,0.8323442889633045,10,1268,0.203465,0.189750372032161,676.6203835523052,0.1660101608538562,64.0,0
792,43,48897,576,0,3,19,22685,60,2,1,0,731,0.1918092816471814,1,0,0.2567525533402286,0,0,1,30,21,2640,4403,90452,72451,4074.75,0.9415903634179658,5,18001,0.239685,0.2043510065324,606.5188872190633,0.3282456315648968,58.0,0
793,24,45421,492,0,0,1,68603,60,0,0,0,142,0.3926294461351788,6,2,0.3192704678736898,0,2,0,32,1,8969,603,9572,11197,3785.0833333333335,0.7373689831085439,3,9718,0.327603,0.3056597757507507,2243.4485854165023,0.6302235315162156,59.0,0
794,27,19179,572,0,4,3,21655,12,0,2,2,449,0.0136325374954266,1,1,0.4298480023959764,0,2,0,28,11,4999,348,85325,87153,1598.25,0.9100129164458272,7,2619,0.200655,0.2065801096593731,2012.8261595251736,1.5403260813547153,57.0,0
795,52,127045,648,0,4,31,29195,48,1,2,3,189,0.1877554811752314,1,0,0.0270293409010512,0,2,0,28,26,4518,2533,20310,11659,10587.083333333334,0.9383812945122172,10,8651,0.200195,0.2057882953319184,897.4429387664694,0.1026196644118039,35.2,1
796,39,43332,581,0,1,20,51171,120,1,3,1,300,0.1624725046745729,2,1,0.7435164169776105,0,0,0,21,25,4552,431,41008,35347,3611.0,0.736053999795395,5,5661,0.315671,0.2707208381284811,1239.6613403565,0.4263808752025754,58.0,0
797,48,37298,586,0,3,25,26536,24,1,4,3,200,0.4725378028935056,1,1,0.5236691124358336,0,3,0,24,23,672,3352,22614,39576,3108.1666666666665,0.9765682626078804,4,1029,0.208536,0.1839200620240828,1329.8175752484017,0.4921929031846431,60.0,0
798,40,144902,602,2,3,19,30075,48,1,1,0,576,0.1886380033885544,3,0,0.4085253974891933,0,1,0,20,16,1541,206,108255,15208,12075.166666666666,0.5444960273548866,5,93047,0.224075,0.232365557260516,967.8500718529182,0.1278533137032961,40.8,1
799,40,15000,648,0,2,19,13830,24,1,0,0,660,0.5774501501510301,1,2,0.3681852598697762,0,3,1,31,7,2615,437,38306,30536,1250.0,0.6055501283481479,4,7770,0.16483,0.1706814271034211,684.2394253163164,1.0753915402530532,61.0,0
800,51,43453,548,0,0,31,56245,48,1,2,1,582,0.4853728274488045,5,0,0.1786331616806997,0,3,1,20,5,10243,649,36077,106506,3621.0833333333335,0.7481960479511194,11,4671,0.2772449999999999,0.221796,1777.5480000008251,0.6516138356387338,60.0,0
801,33,15000,588,0,1,11,16285,24,2,5,2,587,0.1052060064805215,2,1,0.1528688700105927,0,1,0,24,2,672,1369,242574,5497,1250.0,0.8938830631031605,5,237077,0.197285,0.187973630747695,819.3019420404395,1.1250415536323517,51.0,0
802,41,71226,611,0,4,15,50357,84,0,0,3,565,0.0849083895390305,3,0,0.042004609360936,0,2,0,32,10,427,512,29351,24899,5935.5,0.6564076248015516,8,4452,0.269857,0.2439145669338492,1255.0908327685056,0.3066449048552785,46.0,0
803,34,33129,605,0,4,13,13656,12,1,4,2,348,0.2845254359958481,5,1,0.2769453417830768,0,1,0,27,15,32179,4334,88684,22035,2760.75,0.948601547422705,6,66649,0.176156,0.1621483333847154,1240.4093363650657,0.5753542828452651,48.0,0
804,34,15000,572,0,1,14,13696,36,2,2,0,181,0.1312878668916556,5,1,0.2735956281197264,0,0,0,28,1,2624,3533,159321,8851,1250.0,0.8847233407557821,3,150470,0.212696,0.2449554734286373,540.9031658949849,0.577522532715988,53.0,0
805,36,94880,580,0,0,12,16964,36,2,2,3,486,0.1896780200704548,3,1,0.6438693643672238,0,2,0,34,28,1499,5220,106502,21987,7906.666666666667,0.8724570432251993,6,84515,0.211964,0.2088983070108902,638.1606734671604,0.142178837285054,43.2,1
806,42,20396,618,0,1,19,16268,48,1,0,0,331,0.580199073715252,2,1,0.4395769645494729,0,2,1,24,12,7792,3633,30520,64808,1699.6666666666667,0.7323624728056988,4,2468,0.202268,0.1861311800781374,483.10021193643416,0.4789763945497749,62.0,0
807,34,80283,584,0,0,16,6085,72,1,1,2,343,0.202723116543664,2,1,0.527231899933629,0,1,0,19,26,2478,2992,27536,20342,6690.25,0.7433296241555521,7,7194,0.229085,0.2269404361589912,155.40930703387812,0.0744978598757711,45.6,1
808,55,29138,597,0,1,31,39608,60,1,1,2,800,0.2259114889089452,5,0,0.3962733572427172,0,1,0,20,23,481,961,110872,28363,2428.1666666666665,0.867547296445121,2,82509,0.246108,0.2721447926211282,1214.525801548421,0.8296488989834941,54.0,0
809,29,27005,507,0,3,2,27166,108,2,3,3,775,0.0657065397522651,2,0,0.490136451309659,0,1,0,25,17,1539,1361,127938,7045,2250.4166666666665,0.7891552677590536,2,120893,0.318666,0.3379660227758979,805.2014436081352,0.7021817190630485,53.0,0
810,37,15207,594,0,4,19,32985,96,2,2,2,821,0.35997721777476,5,1,0.2584301464336525,0,3,0,27,21,5411,584,70536,9075,1267.25,0.8725671358063566,6,61461,0.270985,0.216788,726.062078018472,1.2208025867180683,52.0,0
811,34,72895,558,0,2,14,23192,48,1,3,2,481,0.4839447420725151,1,1,0.0927738363743887,0,0,0,21,26,5026,708,57642,9590,6074.583333333333,0.9087613515569322,4,48052,0.239192,0.2358891194066212,750.8407328506906,0.2027860456026927,40.8,1
812,57,47225,669,0,2,39,25971,36,2,1,0,224,0.239321752039474,3,1,0.4596678481004786,0,3,0,24,27,12733,5542,55174,51334,3935.4166666666665,0.7628461204760133,5,3840,0.176471,0.1561875362553026,908.1825216120268,0.2876906354546177,40.8,1
813,42,38834,597,2,0,20,10322,96,0,3,1,483,0.2292065917062928,3,0,0.6830234452725508,0,3,0,30,8,2529,189,99670,4756,3236.1666666666665,0.9546220340031456,9,94914,0.2468219999999999,0.2521352766874863,250.97384753082105,0.2268034755721752,61.0,0
814,52,56692,630,0,1,28,15615,84,1,0,3,367,0.125750051113962,8,1,0.6455647081199667,0,4,0,25,17,2779,357,74886,308451,4724.333333333333,0.6545300294801643,0,8286,0.225615,0.2106830132624906,356.86366596488455,0.1532202778448214,54.0,0
815,22,15000,581,0,3,0,43357,72,2,1,0,520,0.2990226958661545,2,3,0.3004858444808177,0,3,0,29,4,1249,647,95215,16862,1250.0,0.8602699688142874,6,78353,0.267857,0.2544492043169668,1179.7800406035751,1.3598240324828603,57.0,0
816,43,75750,452,0,0,18,11741,36,2,2,3,899,0.0754058121984283,3,0,0.3572408880370277,0,0,0,41,9,398,428,36267,24572,6312.5,0.6160034461413131,3,11695,0.270741,0.2329871288058847,456.32082020869495,0.2147042883498922,43.2,1
817,50,40812,593,0,0,26,21270,24,1,0,1,390,0.4170247881768767,3,0,0.1208689665699311,0,2,0,21,3,949,800,90018,7694,3401.0,0.5483480004704587,2,82324,0.19977,0.2250025684160394,1108.7099601301722,0.4406674390268075,53.0,0
818,40,195121,625,0,1,14,12851,36,2,0,2,302,0.1419652706002063,5,1,0.3879700553675079,0,2,0,20,19,969,993,68451,7105,16260.083333333334,0.8105792311577279,5,61346,0.185351,0.1842661399910406,467.3493085638649,0.0473152131383417,36.8,1
819,52,33338,555,0,3,27,38371,36,2,4,0,322,0.3747432401005768,8,1,0.2882065888967971,0,2,0,17,14,1152,773,30081,2983,2778.1666666666665,0.5563364891313453,9,27098,0.2458709999999999,0.2716832784042968,1569.9715036075474,0.6810143992828175,53.0,0
820,33,34553,539,2,0,11,19956,36,2,4,0,213,0.2753908579749672,3,0,0.8145258375925051,0,3,0,23,23,258,969,12285,80419,2879.4166666666665,0.9210879861432036,6,2429,0.235456,0.1885717198168959,730.0672468521705,0.3275202431692196,62.0,0
821,56,23603,570,0,1,33,22466,72,0,4,0,682,0.1244956945144092,6,1,0.1492460594344646,0,4,0,28,19,2060,1883,32007,15824,1966.9166666666667,0.8755929797913753,8,16183,0.252466,0.2888936873317095,659.8678286684166,0.682218952845867,51.0,0
822,67,18459,650,0,3,46,17136,36,1,0,2,350,0.3428448457464562,6,0,0.331765200366215,0,3,0,21,19,4339,2367,223885,11862,1538.25,0.6931455365954354,4,212023,0.177136,0.1417088,587.0910687743344,0.6091929587351435,46.0,0
823,35,74615,517,0,3,13,49596,36,0,4,2,685,0.3457758183660421,2,3,0.4686304847736317,0,3,0,25,29,722,816,55762,27763,6217.916666666667,0.8327559558481734,2,27999,0.276096,0.2687408366546749,2021.4185200747977,0.435261304575455,56.0,0
824,34,99028,581,0,1,11,17415,36,1,3,0,713,0.669773060850182,3,3,0.2519513759279511,0,3,0,25,24,1937,1161,72681,29238,8252.333333333334,0.7774537517175364,2,43443,0.211915,0.2065733005730224,653.0512978186036,0.1655351574688294,42.400000000000006,1
825,57,30818,583,0,1,35,17983,72,2,1,3,270,0.1595219078769626,3,0,0.2737930379006106,0,1,0,20,14,3456,750,10284,7737,2568.1666666666665,0.790946702151895,5,2547,0.241483,0.281937989284158,520.2394302104169,0.3077056643041405,52.0,0
826,58,68197,624,0,1,33,14951,36,1,1,0,968,0.2161140294450004,1,4,0.2052337260669876,0,1,0,23,18,17069,1342,71255,10851,5683.083333333333,0.8377815844140356,4,60404,0.187951,0.2027664170183365,557.7424151782737,0.2684708855541928,47.0,0
827,33,89571,607,0,0,11,27079,24,1,1,0,865,0.2192395431518015,8,0,0.2302336353027821,0,4,0,32,13,1628,1380,110836,49687,7464.25,0.8271866269683579,8,61149,0.1985789999999999,0.2232753516321064,1409.1923225184723,0.3046779411887962,46.0,0
828,34,45732,532,0,3,13,19673,36,1,3,0,578,0.0873210535298627,6,1,0.3300683230838533,0,3,0,22,8,2432,303,40789,7960,3811.0,0.6700045382805504,5,32829,0.238673,0.2580367666933617,790.5813954689836,0.3591134598449182,55.0,0
829,36,54036,570,0,3,15,11542,96,2,2,0,190,0.0910055778688184,7,0,0.1113050139091979,0,3,0,27,19,7132,379,186900,17484,4503.0,0.8155650379503465,6,169416,0.261542,0.2092336,248.52926398331272,0.0973860235361565,36.0,1
830,23,33437,436,0,3,0,42900,120,1,3,3,683,0.2367928917217887,0,0,0.307900094253108,0,3,0,28,7,984,521,47233,9764,2786.4166666666665,0.7730548625118019,7,37469,0.3799,0.4467873210539924,1617.3876104354867,0.8255720108031774,56.0,0
831,28,26069,545,0,3,8,16096,72,2,0,0,263,0.4228441318867124,2,0,0.3781765666635223,0,3,0,29,23,11491,2480,468970,14950,2172.4166666666665,0.8704444085156201,8,454020,0.258596,0.3032826182884308,487.6460888328256,0.3455350441518243,51.0,0
832,27,74431,544,0,4,5,31846,60,2,0,1,426,0.1808440091359992,3,2,0.4094267759925442,0,1,0,31,14,4840,226,58063,71842,6202.583333333333,0.4992815046664889,9,7235,0.2648459999999999,0.2974180398230912,1025.2814096608065,0.2339801549882398,55.0,0
833,30,98665,494,1,3,5,14278,36,1,2,1,173,0.1137949967016847,4,0,0.319967492854222,0,4,0,30,4,4586,594,77305,42234,8222.083333333334,0.8870256903267456,7,35071,0.252278,0.2265885804982743,550.1619266918325,0.087953611922181,46.400000000000006,1
834,39,32733,583,0,3,16,21862,48,2,0,0,560,0.1905023786048583,2,1,0.0466277660513555,0,3,0,17,17,2762,1441,48362,2346,2727.75,0.7255404984081611,0,46016,0.225362,0.2094288354679923,676.300583213844,0.4532308984378495,50.0,0
835,42,80482,592,2,3,20,31840,36,0,3,2,272,0.281253124904037,3,0,0.4082536872595913,0,3,0,27,10,3068,1001,19317,52918,6706.833333333333,0.8700442030255233,3,10863,0.22084,0.1993670602006318,1182.2619050414075,0.216832867728149,58.0,0
836,58,64098,596,0,0,36,18325,48,1,2,2,221,0.3070791495581788,2,1,0.4664099424896359,0,2,0,29,28,688,269,13725,7798,5341.5,0.5028802351916183,4,5927,0.215325,0.2362395505527858,593.6254277182063,0.152508738691043,56.0,0
837,28,34929,618,1,0,8,10886,60,0,0,0,276,0.1616387730572069,2,1,0.2149255486422279,0,4,0,37,9,1483,1514,47087,248579,2910.75,0.7875374055702324,5,10188,0.206886,0.2306873239788718,307.3115028760448,0.2003990390366897,53.0,0
838,51,88713,612,0,3,30,33527,36,1,3,3,419,0.237441587313672,2,1,0.58132275096165,0,2,0,24,5,2949,838,182225,9542,7392.75,0.6734857247281867,7,172683,0.212527,0.2124483026013136,1267.350419360195,0.2281086766575625,52.0,0
839,37,71118,503,0,3,15,13002,60,2,2,3,132,0.4547352729662585,3,0,0.4238052472581367,0,2,0,28,29,1623,368,105416,425546,5926.5,0.8177321150149042,8,9112,0.2665019999999999,0.2711474522641807,397.91251220677975,0.089414074446432,45.6,1
840,39,85629,590,0,4,16,4766,12,1,4,3,313,0.4672254710109917,2,1,0.4773647811823293,0,3,0,26,12,1077,1585,112377,7563,7135.75,0.957924205800592,5,104814,0.174766,0.1822003387308326,437.446082869556,0.1051670928591326,41.6,1
841,48,183728,649,0,4,24,29727,36,2,0,2,727,0.3583293577843072,2,0,0.2435853804410391,0,1,0,26,20,2427,3117,233984,3546,15310.666666666666,0.7081946250998099,5,230438,0.190227,0.2152688236632996,1128.0246046731295,0.1211589700866365,34.4,1
842,26,130311,611,0,1,3,15863,48,2,0,0,341,0.5288890415675649,2,0,0.7492221625727429,0,1,0,27,12,4164,181,86992,41917,10859.25,0.9075052300373392,3,45075,0.205363,0.1874159665977572,472.1452731027145,0.0748804266503409,43.2,1
843,44,47455,555,0,3,19,30984,36,0,1,3,658,0.3674037534572829,3,0,0.1296244130684506,0,3,0,21,6,2400,4629,279860,14300,3954.5833333333335,0.8799232119188908,4,265560,0.238484,0.2655572475210908,1257.5550528025583,0.4843885920057044,47.0,0
844,41,41928,591,0,0,15,8378,60,1,1,3,262,0.3225346916167252,2,1,0.7977449644591506,0,3,0,19,29,10499,1727,21303,17565,3494.0,0.8308539677316106,9,3738,0.217878,0.2153140662903003,229.16465593461632,0.1405737423968564,47.2,1
